Date_Time,AQI,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3
2025-12-13 10:00,2,88.36,0,0.04,96.33,0.1,10.07,13.71,0
2025-12-13 11:00,2,88.29,0,0.03,95.93,0.1,9.98,13.56,0
2025-12-13 12:00,2,88.11,0,0.03,95.17,0.1,9.83,13.31,0
2025-12-13 13:00,2,87.65,0,0.02,94.09,0.09,9.6,12.97,0
2025-12-13 14:00,2,87.19,0,0.02,92.91,0.09,9.4,12.71,0
2025-12-13 15:00,2,87.37,0,0.03,92.46,0.09,9.24,12.51,0
2025-12-13 16:00,2,87.41,0,0.03,91.77,0.09,9.08,12.29,0
2025-12-13 17:00,2,87.29,0,0.04,91.34,0.08,8.95,12.1,0
2025-12-13 18:00,2,87.43,0,0.05,91.23,0.08,8.85,11.96,0
2025-12-13 19:00,2,87.69,0,0.05,91.19,0.08,8.79,11.87,0
2025-12-13 20:00,2,87.75,0,0.05,90.99,0.08,8.73,11.78,0
2025-12-13 21:00,2,87.68,0,0.05,90.75,0.08,8.66,11.68,0
2025-12-13 22:00,2,87.71,0,0.04,90.73,0.08,8.61,11.61,0
2025-12-13 23:00,2,87.97,0,0.04,90.82,0.07,8.55,11.53,0
2025-12-14 00:00,2,87.99,0,0.04,90.76,0.07,8.49,11.46,0
2025-12-14 01:00,2,88.17,0,0.04,90.86,0.07,8.46,11.46,0
2025-12-14 02:00,2,88.38,0,0.04,91.04,0.08,8.46,11.53,0
2025-12-14 03:00,2,88.66,0,0.04,91.25,0.08,8.47,11.66,0
2025-12-14 04:00,2,88.99,0,0.04,91.62,0.08,8.51,11.88,0
2025-12-14 05:00,2,89.33,0,0.04,91.91,0.08,8.63,12.23,0
2025-12-14 06:00,2,90.39,0,0.04,92.23,0.1,8.86,12.81,0
2025-12-14 07:00,2,92.36,0,0.06,92.58,0.14,9.21,13.62,0
2025-12-14 08:00,2,95.38,0,0.1,93,0.23,9.68,14.66,0
2025-12-14 09:00,2,100.91,0.01,0.21,93.07,0.46,10.27,15.9,0
2025-12-14 10:00,2,109.08,0.04,0.36,93.83,0.93,11.18,17.56,0
2025-12-14 11:00,2,118.63,0.07,0.51,95.44,1.61,12.69,19.92,0
2025-12-14 12:00,2,127.11,0.08,0.55,98.59,2.39,14.87,23.11,0
2025-12-14 13:00,3,137.07,0.07,0.57,102.87,3.34,18.2,28.1,0
2025-12-14 14:00,3,147.66,0.06,0.63,108.4,4.43,22.3,34.4,0
2025-12-14 15:00,3,155.77,0.06,0.7,114.37,5.35,25.82,40.06,0
2025-12-14 16:00,3,162.18,0.05,0.82,119.61,6,28.3,44.45,0
2025-12-14 17:00,3,167.44,0.04,1.01,123.52,6.54,29.93,47.82,0
2025-12-14 18:00,3,172.74,0.01,1.21,126.77,7.06,30.98,50.66,0
2025-12-14 19:00,3,176.88,0,1.12,128.66,7.46,31.57,52.98,0
2025-12-14 20:00,3,178.45,0,1,129.35,7.66,31.63,54.37,0
2025-12-14 21:00,3,183.64,0,1.03,130.17,8.27,32.64,57.62,0
2025-12-14 22:00,3,201.61,0,1.34,131.09,9.65,35.96,65.78,0
2025-12-14 23:00,3,232.02,0,1.77,130.48,11.13,41.29,78.56,0
2025-12-15 00:00,3,273.26,0,2.13,129.03,12.31,49.61,97.55,0.04
2025-12-15 01:00,4,330.3,0,2.44,126.5,12.78,62.02,124.46,0.12
2025-12-15 02:00,5,393.8,0,2.57,123.16,12.62,78.76,158.89,0.17
2025-12-15 03:00,5,445.36,0,2.46,119.67,11.91,95.64,191.27,0.17
2025-12-15 04:00,5,479.69,0,2.27,115.9,11.03,108.99,215.52,0.13
2025-12-15 05:00,5,497.59,0,2.06,112.35,10.13,118.23,231.4,0.08
2025-12-15 06:00,5,503.05,0,1.9,109.13,9.28,123.94,240.76,0.04
2025-12-15 07:00,5,503.34,0,1.79,107.35,8.6,128,247.22,0
2025-12-15 08:00,5,500.86,0,1.85,106.71,8.13,131.1,251.4,0
2025-12-15 09:00,5,490.86,0.07,2.19,107.8,7.71,132.2,250.59,0
2025-12-15 10:00,5,488.07,0.18,2.2,112.27,7.39,135.33,251.88,0
2025-12-15 11:00,5,494.51,0.21,1.97,120.56,7.26,142.14,258.51,0
2025-12-15 12:00,5,503.73,0.17,1.6,130.67,7.26,150.43,267.33,0
2025-12-15 13:00,5,518.33,0.13,1.34,140.28,7.4,160.39,279.37,0
2025-12-15 14:00,5,529.31,0.11,1.24,149.61,7.63,168.33,288.06,0
2025-12-15 15:00,5,530.4,0.1,1.29,157.96,8.01,171.65,290.36,0
2025-12-15 16:00,5,514.74,0.08,1.45,163.28,8.4,168.02,282.29,0
2025-12-15 17:00,5,495.55,0.05,1.76,165.38,8.86,161.65,270.43,0
2025-12-15 18:00,5,451.71,0.01,1.91,161.93,8.87,146.67,245.41,0
2025-12-15 19:00,5,418.91,0,1.71,157.42,8.91,133.83,223.2,0
2025-12-15 20:00,5,416.32,0,1.68,155.15,9.54,129.75,215.23,0
2025-12-15 21:00,5,433.68,0,1.81,153.58,10.42,131.85,218.13,0
2025-12-15 22:00,5,467.77,0,1.96,152.05,11.27,139.2,230.88,0
2025-12-15 23:00,5,504.7,0,2.03,149.7,11.87,148.61,247.98,0
2025-12-16 00:00,5,545.71,0,2.19,144.49,11.99,158.28,264.49,0
2025-12-16 01:00,5,596.88,0,2.37,137.38,11.85,170.79,283.38,0
2025-12-16 02:00,5,636.2,0,2.34,130.62,11.51,181.44,298.53,0
2025-12-16 03:00,5,661.53,0,2.2,125.38,11.07,188.91,307.76,0
2025-12-16 04:00,5,677.35,0,2.03,121.77,10.6,193.91,312.34,0
2025-12-16 05:00,5,683.66,0,1.85,120.05,9.96,196.02,311.37,0
2025-12-16 06:00,5,690.42,0,1.71,119.64,9.34,198.31,310.43,0
2025-12-16 07:00,5,704.1,0,1.59,120.64,8.83,202.9,313.3,0
2025-12-16 08:00,5,719.72,0,1.62,122.62,8.35,209.02,320.03,0
2025-12-16 09:00,5,735.43,0.04,1.95,124.78,7.76,215.6,329.35,0
2025-12-16 10:00,5,764.61,0.11,2.12,129.07,7.25,227.06,347.28,0
2025-12-16 11:00,5,796.7,0.15,2.07,136.64,6.96,240.91,369.65,0
2025-12-16 12:00,5,815.57,0.14,1.78,145.83,6.93,252.37,389.79,0
2025-12-16 13:00,5,824.5,0.11,1.47,154.51,7.18,260.59,406.36,0
2025-12-16 14:00,5,810.97,0.09,1.29,160.65,7.68,262,414.47,0
2025-12-16 15:00,5,781.97,0.08,1.31,165.17,8.37,257.08,413.69,0
2025-12-16 16:00,5,739.71,0.06,1.5,165.84,8.9,245.23,400.85,0
2025-12-16 17:00,5,699.22,0.03,1.84,163.72,9.26,231.94,383.42,0
2025-12-16 18:00,5,662.1,0,2.06,160.22,9.57,219.37,364.74,0
2025-12-16 19:00,5,627.8,0,1.86,155.36,9.66,207.28,345.2,0
2025-12-16 20:00,5,601.1,0,1.81,150.19,9.67,196.25,326.48,0
2025-12-16 21:00,5,523.16,0,1.87,145.58,9.62,168.36,276.27,0
2025-12-16 22:00,5,478.08,0,2.01,139.49,9.43,149.9,242.7,0
2025-12-16 23:00,5,471.87,0,2.16,133.96,9.5,145.18,234.42,0
2025-12-17 00:00,5,485.07,0,2.21,128.21,9.49,148.12,239.9,0
2025-12-17 01:00,5,514.65,0,2.18,122.81,9.19,156.87,254.87,0
2025-12-17 02:00,5,536.21,0,2.07,118.47,8.73,163.63,265.46,0
2025-12-17 03:00,5,547.88,0,1.9,115.59,8.27,167.11,269.91,0
2025-12-17 04:00,5,551.28,0,1.71,114.99,7.89,168.49,271.13,0
2025-12-17 05:00,5,547.53,0,1.49,115.51,7.53,168.86,271.58,0
2025-12-17 06:00,5,544.37,0,1.3,117.09,7.21,169.47,273.42,0
2025-12-17 07:00,5,546.82,0,1.18,118.97,7,171.57,278.53,0
2025-12-17 08:00,5,557.16,0,1.2,121.03,6.86,175.76,286.97,0
2025-12-17 09:00,5,571.47,0.03,1.47,122.82,6.74,181.1,296.93,0
2025-12-17 10:00,5,594.3,0.08,1.56,125.71,6.69,188.73,309.25,0
2025-12-17 11:00,5,612.37,0.11,1.45,130.81,6.77,196.26,319.61,0
2025-12-17 12:00,5,617.22,0.1,1.21,136.27,6.97,200.31,322.9,0
2025-12-17 13:00,5,611.26,0.08,0.99,141.5,7.26,201.25,320.25,0
2025-12-17 14:00,5,595.76,0.07,0.87,145.38,7.68,199.09,312,0
2025-12-17 15:00,5,575.84,0.06,0.87,148.77,8.17,194.64,300.81,0
2025-12-17 16:00,5,556.04,0.04,0.94,149.72,8.51,189.39,288.71,0
2025-12-17 17:00,5,530.55,0.02,1.06,149.6,8.97,182.01,273.53,0
2025-12-17 18:00,5,505.14,0,1.09,149.6,9.6,173.83,257.34,0
2025-12-17 19:00,5,482.37,0,0.91,149.38,10.1,166.3,242.68,0
2025-12-17 20:00,5,459.71,0,0.78,149.21,10.52,158.85,228.14,0
2025-12-17 21:00,5,435.12,0,0.7,148.78,10.91,150.48,211.73,0
2025-12-17 22:00,5,411.1,0,0.65,148.8,11.2,142.09,195.41,0
2025-12-17 23:00,5,390.64,0,0.61,148.92,11.34,134.97,181.93,0
2025-12-18 00:00,5,376,0,0.58,148.57,11.3,129.8,171.71,0
2025-12-18 01:00,5,370.87,0,0.58,148.11,11.13,127.48,166.42,0
2025-12-18 02:00,5,376.11,0,0.67,147.03,10.87,127.49,165.61,0
2025-12-18 03:00,5,390.92,0,0.79,145.41,10.56,129.86,169.2,0
2025-12-18 04:00,5,414.35,0,0.93,143.64,10.3,134.5,177.3,0
2025-12-18 05:00,5,448.04,0,1.06,141.51,10.1,141.96,191.49,0
2025-12-18 06:00,5,472.96,0,1.05,141.22,10.48,149.32,208.22,0
2025-12-18 07:00,5,521.02,0,1.16,138.37,10.59,161.5,232.67,0
2025-12-18 08:00,5,576.93,0,1.37,134.24,10.64,176.73,262.5,0
2025-12-18 09:00,5,629.61,0.03,1.86,129.59,10.62,192.1,292.88,0
2025-12-18 10:00,5,665.84,0.11,2.21,127.81,10.54,205.09,318.14,0
2025-12-18 11:00,5,680.55,0.18,2.31,130.96,10.43,214,334.81,0
2025-12-18 12:00,5,674.5,0.2,2.12,138.95,10.25,218.25,342,0
2025-12-18 13:00,5,654.18,0.16,1.84,148.53,9.96,218.88,341.65,0
2025-12-18 14:00,5,619.11,0.13,1.66,157.68,9.67,214.47,331.97,0
2025-12-18 15:00,5,588.68,0.11,1.67,165.28,9.26,208.71,319.16,0
2025-12-18 16:00,5,572.4,0.09,1.83,169.56,8.81,204.47,309.44,0
2025-12-18 17:00,5,553.29,0.05,2.08,171.39,8.64,198.07,296.19,0
2025-12-18 18:00,5,536.1,0.02,2.28,172.32,8.65,191.5,283.16,0
2025-12-18 19:00,5,522.01,0,1.92,171.28,8.71,185.98,272.65,0
2025-12-18 20:00,5,508.04,0,1.51,169.94,8.95,181.6,264.84,0
2025-12-18 21:00,5,495.77,0,1.3,169.32,9.42,178.94,259.74,0
2025-12-18 22:00,5,498.99,0,1.22,168.3,9.69,179.35,259.5,0
2025-12-18 23:00,5,509.58,0,1.24,167.18,10.11,180.92,261.62,0
2025-12-19 00:00,5,528.87,0,1.37,165.83,10.79,182.31,263.97,0
2025-12-19 01:00,5,567.31,0,1.83,163.03,11.82,183.47,267.13,0.02
2025-12-19 02:00,5,628.41,0,2.57,158.18,13.3,184.22,271.51,0.03
2025-12-19 03:00,5,686.17,0,3.19,152.41,15.05,184.26,276.42,0.02
2025-12-19 04:00,5,738.24,0,3.55,145.5,16.35,184.45,282.17,0
2025-12-19 05:00,5,778.8,0,3.63,137.72,16.97,185.74,289.51,0
2025-12-19 06:00,5,802.46,0,3.52,129.33,16.58,188.57,297.8,0
2025-12-19 07:00,5,811.74,0,3.28,121.08,15.12,193.22,306.1,0
2025-12-19 08:00,5,798.88,0,3.05,114.19,13.22,197.85,311.36,0
2025-12-19 09:00,5,765.13,0.05,3.19,109.22,10.99,200.82,311.55,0
2025-12-19 10:00,5,719.75,0.16,2.98,108.64,8.97,201.48,307.19,0
2025-12-19 11:00,5,668.12,0.21,2.5,113.78,7.47,198.99,298.76,0
2025-12-19 12:00,5,615.46,0.18,1.9,121.05,6.45,193.84,287.94,0
2025-12-19 13:00,5,576.43,0.14,1.48,126.99,5.75,189.29,278.74,0
2025-12-19 14:00,5,545.09,0.12,1.31,131.59,5.38,184.89,270.73,0
2025-12-19 15:00,5,521.47,0.1,1.33,135.89,5.31,181.21,265.27,0
2025-12-19 16:00,5,500.79,0.07,1.45,138.45,5.25,177.11,260.86,0
2025-12-19 17:00,5,480.27,0.03,1.65,139.29,5.26,172.2,256.78,0
2025-12-19 18:00,5,466.7,0,1.75,138.8,5.28,169.01,254.25,0
2025-12-19 19:00,5,458.05,0,1.42,136.78,5.17,167.59,253.07,0
2025-12-19 20:00,5,446.09,0,1.1,134.97,4.98,165.75,252.35,0
2025-12-19 21:00,5,433.94,0,0.92,133.48,4.76,163.91,252.28,0
2025-12-19 22:00,5,422.54,0,0.8,132,4.59,161.73,251.15,0
2025-12-19 23:00,5,411.86,0,0.73,130.92,4.45,159.22,248.48,0
2025-12-20 00:00,5,402.82,0,0.69,129.69,4.33,156.36,244.45,0
2025-12-20 01:00,5,397.3,0,0.69,128.51,4.29,153.37,239.09,0
2025-12-20 02:00,5,395.23,0,0.72,127.47,4.35,150.26,233.01,0
2025-12-20 03:00,5,396.03,0,0.78,126.9,4.49,146.78,226.63,0
2025-12-20 04:00,5,394.26,0,0.8,126.15,4.57,143.36,220.53,0.01
2025-12-20 05:00,5,391.9,0,0.79,125.64,4.63,140.2,215.15,0.01
2025-12-20 06:00,5,389.21,0,0.78,126.05,4.79,137.49,210.52,0.01
2025-12-20 07:00,5,397.22,0,0.8,125.28,4.89,136.86,208.41,0.01
2025-12-20 08:00,5,413.18,0,0.9,123.9,4.95,137.87,208.6,0.01
2025-12-20 09:00,5,435.36,0.03,1.12,122.44,5.03,139.97,210.13,0
2025-12-20 10:00,5,457.79,0.08,1.2,122.37,5.05,143.09,212.97,0.01
2025-12-20 11:00,5,477.15,0.1,1.13,124.9,5.02,146.81,216.4,0.01
2025-12-20 12:00,5,485.9,0.09,0.94,128.88,4.94,148.75,216.46,0
2025-12-20 13:00,5,491.03,0.07,0.76,132.01,4.78,151.3,217.81,0
2025-12-20 14:00,5,494.38,0.06,0.67,134.38,4.61,153.88,219.87,0
2025-12-20 15:00,5,483.93,0.05,0.64,136.69,4.48,153.7,218.7,0
2025-12-20 16:00,5,472.23,0.03,0.67,138.14,4.35,152.17,215.23,0
2025-12-20 17:00,5,461.14,0.02,0.73,138.11,4.2,150.29,211.32,0
2025-12-20 18:00,5,456.5,0,0.73,138.3,4.09,149.12,208.45,0
2025-12-20 19:00,5,457.49,0,0.62,138.58,4.01,148.26,205.86,0
2025-12-20 20:00,5,454.45,0,0.53,138.41,3.88,146.3,201.51,0
2025-12-20 21:00,5,449.11,0,0.48,137.67,3.71,143.87,196.44,0
2025-12-20 22:00,5,447.66,0,0.45,136.98,3.56,142.45,192.87,0
2025-12-20 23:00,5,440.51,0,0.42,136.02,3.35,140.31,188.2,0
2025-12-21 00:00,5,421.87,0,0.38,134.38,3.03,136.16,180.42,0
2025-12-21 01:00,5,401.38,0,0.34,132.77,2.67,132.42,173.55,0
2025-12-21 02:00,5,383.74,0,0.3,131.06,2.33,129.92,168.82,0
2025-12-21 03:00,5,366.57,0,0.25,129.15,1.97,127.19,163.81,0
2025-12-21 04:00,5,351.54,0,0.21,127.23,1.63,124,158.38,0
2025-12-21 05:00,5,341.86,0,0.17,125.22,1.36,120.81,153.26,0
2025-12-21 06:00,5,330.99,0,0.14,123.61,1.11,114.86,144.26,0
2025-12-21 07:00,5,318.28,0,0.12,121.47,0.87,103.87,128.59,0
2025-12-21 08:00,5,304.32,0,0.11,118.21,0.66,89.74,109.58,0
2025-12-21 09:00,4,285.92,0,0.12,114.25,0.5,73.57,88.7,0
2025-12-21 10:00,4,267.97,0,0.11,110.08,0.38,58.86,70.35,0
2025-12-21 11:00,3,250.26,0.01,0.11,105.73,0.29,46.54,55.41,0
2025-12-21 12:00,3,229.86,0.01,0.1,101.01,0.22,35.11,41.89,0
2025-12-21 13:00,3,208.14,0.01,0.1,96.55,0.17,25.5,30.95,0
2025-12-21 14:00,2,187.41,0.01,0.11,93.19,0.15,18.03,22.89,0
2025-12-21 15:00,2,167.63,0.02,0.14,91.65,0.15,12.14,17.03,0
2025-12-21 16:00,2,150.45,0.02,0.18,91.44,0.15,8.02,13.44,0
2025-12-21 17:00,2,138.68,0.01,0.23,92.54,0.17,5.78,12.15,0
2025-12-21 18:00,2,131.62,0,0.29,94.15,0.2,4.85,12.32,0
2025-12-21 19:00,2,128.04,0,0.29,95.85,0.22,4.62,13.13,0
2025-12-21 20:00,2,126.16,0,0.28,97.38,0.25,4.65,14.04,0
2025-12-21 21:00,2,125.03,0,0.27,98.58,0.27,4.73,14.75,0
2025-12-21 22:00,3,124.32,0,0.27,100.15,0.3,4.84,15.5,0
2025-12-21 23:00,3,123.55,0,0.27,101.91,0.34,4.97,16.28,0
2025-12-22 00:00,3,123.04,0,0.27,103.84,0.39,5.11,17.06,0
2025-12-22 01:00,3,122.88,0,0.28,105.53,0.43,5.25,17.78,0
2025-12-22 02:00,3,122.71,0,0.28,106.94,0.45,5.32,18.23,0
2025-12-22 03:00,3,122.75,0,0.27,107.76,0.46,5.28,18.33,0
2025-12-22 04:00,3,123.39,0,0.27,108.31,0.46,5.15,18.1,0
2025-12-22 05:00,3,124.54,0,0.27,108.32,0.43,5.01,17.81,0
2025-12-22 06:00,3,126.32,0,0.26,107.86,0.4,4.89,17.57,0
2025-12-22 07:00,3,128.71,0,0.26,107.16,0.35,4.85,17.52,0
2025-12-22 08:00,3,131.11,0,0.29,106.3,0.31,4.89,17.78,0
2025-12-22 09:00,3,132.38,0.02,0.32,105.24,0.29,4.95,18.06,0
2025-12-22 10:00,3,133.91,0.03,0.32,104.88,0.32,5.09,18.45,0.01
2025-12-22 11:00,3,136.27,0.04,0.33,105.24,0.5,5.36,19.1,0.03
2025-12-22 12:00,3,138.98,0.05,0.35,106,0.84,5.82,19.99,0.06
2025-12-22 13:00,3,142.14,0.05,0.36,107.73,1.33,6.63,21.35,0.08
2025-12-22 14:00,3,146.62,0.05,0.39,110.63,2.05,7.94,23.3,0.08
2025-12-22 15:00,3,150.23,0.05,0.4,113.74,2.66,9.4,25.51,0.07
2025-12-22 16:00,3,153.11,0.04,0.43,116.36,3.07,10.68,27.56,0.06
2025-12-22 17:00,3,155.45,0.03,0.52,117.94,3.38,11.6,29.02,0.05
2025-12-22 18:00,3,157.62,0.01,0.61,119.18,3.62,12.25,30.11,0.04
2025-12-22 19:00,3,159.26,0,0.55,119.4,3.63,12.73,31.2,0.03
2025-12-22 20:00,3,159.28,0,0.47,118.81,3.4,12.95,31.92,0.03
2025-12-22 21:00,3,158.16,0,0.42,117.91,3.11,12.95,32.05,0.02
2025-12-22 22:00,3,157.44,0,0.39,117.06,2.92,13.08,32.48,0.01
2025-12-22 23:00,3,157.02,0,0.4,116.05,2.83,13.32,33.39,0.01
2025-12-23 00:00,3,161.28,0,0.55,114.59,3.03,13.85,34.96,0.04
2025-12-23 01:00,3,179.5,0,1.01,112.97,3.77,15.65,38.88,0.12
2025-12-23 02:00,3,225.76,0,1.77,110.31,5.64,21.21,49.65,0.22
2025-12-23 03:00,3,291.53,0,2.38,107.4,8.82,34.43,72.81,0.19
2025-12-23 04:00,4,376.92,0,2.82,104.23,10.65,54.28,105.51,0.11
2025-12-23 05:00,5,461.75,0,2.91,101.89,11.55,79.49,143.95,0.01
2025-12-23 06:00,5,525.07,0,2.65,101.69,11.64,104.85,179.6,0
2025-12-23 07:00,5,562.24,0,2.27,103.45,11.06,124.64,204.53,0
2025-12-23 08:00,5,580.22,0,2.07,106.44,10.26,137.28,218.7,0
2025-12-23 09:00,5,584.6,0.05,2.35,110.16,9.52,142.67,223.4,0
2025-12-23 10:00,5,584.33,0.16,2.52,115.77,9.27,143.24,223.21,0
2025-12-23 11:00,5,575.9,0.23,2.52,123.97,9.54,139.73,218.45,0
2025-12-23 12:00,5,522.92,0.22,2.17,131,9.59,123.66,194.28,0
2025-12-23 13:00,5,476.31,0.17,1.67,136.91,9.5,110.9,174.21,0
2025-12-23 14:00,5,438.57,0.12,1.33,140.39,9.32,101.2,158.16,0
2025-12-23 15:00,5,395.97,0.1,1.14,141.02,8.76,89.46,139.26,0
2025-12-23 16:00,5,364.74,0.07,1.16,139.67,8.3,79.79,124.16,0
2025-12-23 17:00,4,351.2,0.04,1.39,138.99,8.39,74.54,116.37,0
2025-12-23 18:00,4,346.65,0,1.67,138.32,8.85,71.52,112.37,0
2025-12-23 19:00,4,346.32,0,1.72,136.76,9.53,69.47,110.07,0
2025-12-23 20:00,4,349.67,0,1.79,134.78,10.34,68.36,109.52,0
2025-12-23 21:00,4,358.82,0,1.95,132.8,11.17,68.4,110.99,0
2025-12-23 22:00,4,370.33,0,2.07,130.54,11.82,69.2,114.09,0
2025-12-23 23:00,4,382.2,0,2.13,127.97,12.21,69.93,117.31,0.03
2025-12-24 00:00,4,390.82,0,2.12,125.17,12.35,70.28,119.9,0.05
2025-12-24 01:00,4,396.18,0,2.09,122.14,12.37,69.91,121.34,0.07
2025-12-24 02:00,4,393.45,0,2.01,118.95,12.18,68.2,120.07,0.08
2025-12-24 03:00,4,380.42,0,1.88,116.07,11.75,64.64,115.11,0.07
2025-12-24 04:00,4,361.73,0,1.74,113.84,11.17,60.07,108.09,0.06
2025-12-24 05:00,4,340.52,0,1.61,112.07,10.53,55.13,100.41,0.06
2025-12-24 06:00,4,318.89,0,1.51,110.74,9.96,50.04,92.69,0.06
2025-12-24 07:00,3,298.2,0,1.43,109.65,9.5,45.01,85.42,0.07
2025-12-24 08:00,3,279.8,0,1.51,109.15,9.06,40.62,79.29,0.08
2025-12-24 09:00,3,266.55,0.06,1.82,109.18,8.72,37.68,75.71,0.09
2025-12-24 10:00,3,263.48,0.16,1.8,111.38,8.54,37.42,76.73,0.12
2025-12-24 11:00,3,267.78,0.19,1.61,115.76,8.38,39.65,81.39,0.13
2025-12-24 12:00,3,274.79,0.16,1.29,121.18,8.16,43.47,87.61,0.1
2025-12-24 13:00,3,282.58,0.12,1.01,126.34,7.95,47.95,94.16,0.06
2025-12-24 14:00,4,291.73,0.09,0.84,130.66,7.7,52.55,100.41,0.02
2025-12-24 15:00,4,297.51,0.07,0.77,133.67,7.46,55.98,104.13,0
2025-12-24 16:00,4,298.19,0.06,0.79,135.42,7.28,57.57,104.76,0
2025-12-24 17:00,4,297.63,0.03,0.9,135.89,7.23,57.94,103.79,0
2025-12-24 18:00,4,296.88,0,1,136.15,7.39,57.41,101.64,0
2025-12-24 19:00,4,294.75,0,0.92,136.31,7.73,56.2,98.78,0
2025-12-24 20:00,4,291.79,0,0.84,136.22,8.01,54.63,95.38,0
2025-12-24 21:00,4,289.05,0,0.78,135.96,8.17,53.29,92.49,0
2025-12-24 22:00,4,286.7,0,0.73,135.24,8.23,52.35,90.26,0
2025-12-24 23:00,4,284.65,0,0.71,134.56,8.33,51.5,88.5,0
2025-12-25 00:00,4,282.97,0,0.69,133.69,8.41,50.86,87.1,0
2025-12-25 01:00,3,279.94,0,0.67,132.26,8.48,49.99,85.26,0
2025-12-25 02:00,3,277.14,0,0.68,131.19,8.67,48.51,82.84,0
2025-12-25 03:00,3,269.42,0,0.63,130.33,8.58,46.19,79.03,0
2025-12-25 04:00,3,261.54,0,0.59,129.23,8.34,43.63,74.83,0
2025-12-25 05:00,3,255.63,0,0.58,128.14,8.05,41.33,71.13,0
2025-12-25 06:00,3,253.77,0,0.64,126.76,7.88,39.68,68.55,0.01
2025-12-25 07:00,3,259.74,0,0.8,125.01,8.12,39.15,68.05,0.05
2025-12-25 08:00,3,271.21,0,1.06,123.91,8.71,39.66,69.59,0.11
2025-12-25 09:00,3,291.59,0.03,1.57,122.54,9.61,41.79,74.23,0.18
2025-12-25 10:00,3,310.01,0.11,1.75,122.92,10.03,44.68,79.67,0.21
2025-12-25 11:00,3,321.14,0.14,1.6,125.31,9.87,47.65,84.29,0.19
2025-12-25 12:00,3,319.84,0.12,1.2,128.85,9.31,49.79,86.46,0.1
2025-12-25 13:00,4,317.67,0.09,0.86,131.97,8.75,51.87,88.34,0.01
2025-12-25 14:00,4,317.94,0.07,0.71,134.11,8.3,54.19,90.89,0
2025-12-25 15:00,4,314.79,0.05,0.65,135.73,7.87,55.27,91.32,0
2025-12-25 16:00,4,307.1,0.04,0.66,135.91,7.33,54.67,89.08,0
2025-12-25 17:00,4,298.81,0.02,0.71,135.02,6.77,53.38,86.14,0
2025-12-25 18:00,4,292.1,0,0.7,133.85,6.29,52.02,83.44,0
2025-12-25 19:00,4,284.19,0,0.59,132.69,5.8,50.3,80.24,0
2025-12-25 20:00,3,273.82,0,0.5,131,5.28,47.91,76,0
2025-12-25 21:00,3,263.18,0,0.44,129.1,4.8,45.57,71.85,0
2025-12-25 22:00,3,252.03,0,0.4,127.27,4.32,43.12,67.56,0
2025-12-25 23:00,3,238.01,0,0.36,124.82,3.77,39.93,62.28,0
2025-12-26 00:00,3,222.78,0,0.31,122.19,3.22,36.6,56.91,0
2025-12-26 01:00,3,209.69,0,0.28,119.66,2.78,33.82,52.47,0
2025-12-26 02:00,3,199,0,0.25,117.58,2.42,31.52,48.9,0
2025-12-26 03:00,3,188.49,0,0.22,115.03,2.08,29.21,45.46,0
2025-12-26 04:00,3,178.44,0,0.19,112.53,1.76,26.93,42.32,0
2025-12-26 05:00,3,170.18,0,0.17,110.26,1.5,24.98,39.79,0
2025-12-26 06:00,3,162.99,0,0.15,108.29,1.27,23.25,37.7,0
2025-12-26 07:00,3,156.64,0,0.13,106.43,1.07,21.68,35.88,0
2025-12-26 08:00,3,150.96,0,0.13,104.9,0.89,20.29,34.26,0
2025-12-26 09:00,3,146.61,0,0.14,103.42,0.77,19.28,32.93,0
2025-12-26 10:00,3,144.6,0.01,0.15,102.5,0.72,18.81,32.09,0
2025-12-26 11:00,3,145.65,0.02,0.18,101.89,0.78,18.68,31.8,0
2025-12-26 12:00,3,145.98,0.02,0.18,101.65,0.88,18.73,31.67,0
2025-12-26 13:00,3,146.39,0.02,0.16,101.64,0.99,18.98,31.71,0
2025-12-26 14:00,3,149.52,0.02,0.16,102.33,1.2,19.65,32.2,0
2025-12-26 15:00,3,151.85,0.02,0.17,103.4,1.38,20.35,32.73,0
2025-12-26 16:00,3,151.88,0.02,0.19,103.41,1.42,20.59,32.75,0
2025-12-26 17:00,3,151.34,0.01,0.22,103.29,1.42,20.63,32.57,0
2025-12-26 18:00,3,151.25,0,0.24,103.34,1.42,20.7,32.47,0
2025-12-26 19:00,3,150.93,0,0.22,103.24,1.39,20.74,32.34,0
2025-12-26 20:00,3,149.54,0,0.19,102.9,1.31,20.64,32.1,0
2025-12-26 21:00,3,148.19,0,0.18,102.68,1.26,20.57,31.84,0
2025-12-26 22:00,3,146.82,0,0.17,102.47,1.2,20.41,31.42,0
2025-12-26 23:00,3,144.55,0,0.16,101.91,1.13,20.1,30.83,0
2025-12-27 00:00,3,142.4,0,0.15,101.5,1.08,19.86,30.31,0
2025-12-27 01:00,3,141.79,0,0.15,101.64,1.13,20,30.25,0
2025-12-27 02:00,3,144.16,0,0.18,102.34,1.32,20.5,30.77,0
2025-12-27 03:00,3,149.26,0,0.24,103.26,1.79,21.34,31.96,0
2025-12-27 04:00,3,160.12,0,0.39,104.6,2.83,23.01,34.77,0
2025-12-27 05:00,3,179.88,0,0.64,106.61,4.66,26.2,40.56,0
